Job ID,Job Status,Error Code,Job Type,Backup Method,Client,Job,Schedule,Files,Files Size,Write Size,Data Transferred,Throughput,Start Time,End Time,Elapsed Time,Server,Volume Pool,Storage,Tape Drive,Volume
1644891007,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_4,25997,5.07 KB,12.55 KB,29.83 KB,1 KB/s,2022-02-15 오전 11:10:07,2022-02-15 오전 11:17:58,0:07:51,jh,add,add,-,1644891007
1644890401,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_3,1773,9.36 GB,21.37 GB,11.37 GB,43.75 MB/s,2022-02-15 오전 11:00:01,2022-02-15 오전 11:03:42,0:03:41,jh,ddd,ddd,-,1644890401
1644889795,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_2,17786,21.83 GB,670 MB,22.71 GB,73.79 MB/s,2022-02-15 오전 10:49:55,2022-02-15 오전 10:55:00,0:05:05,jh,add,add,-,1644889795
1644889189,Completed,-,Oracle RMAN Backup,Cumulative Backup,jh,GHJDD,testsc_1,23880,27.2 KB,23.64 KB,30.91 KB,1 KB/s,2022-02-15 오전 10:39:49,2022-02-15 오전 10:46:03,0:06:14,jh,dsk,dsk,-,1644889189
1644888583,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_4,29296,20.47 KB,9.71 KB,22.33 KB,1 KB/s,2022-02-15 오전 10:29:43,2022-02-15 오전 10:31:23,0:01:40,jh,add,add,-,1644888583
1644887977,Completed,-,Oracle RMAN Backup,Incremental Backup,jh,GHJDD,testsc_3,14018,8.66 GB,14.03 GB,21.47 GB,68.23 MB/s,2022-02-15 오전 10:19:37,2022-02-15 오전 10:21:49,0:02:12,jh,ddd,ddd,-,1644887977
1644887371,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_2,8364,25.95 MB,10.62 MB,4.4 MB,58.66 KB/s,2022-02-15 오전 10:09:31,2022-02-15 오전 10:17:06,0:07:35,jh,add,add,-,1644887371
1644886765,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_1,32643,1.65 GB,20.98 GB,7.16 GB,3.32 MB/s,2022-02-15 오전 9:59:25,2022-02-15 오전 10:07:57,0:08:32,jh,dsk,dsk,-,1644886765
1644886159,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_4,32613,10.25 GB,11.91 GB,20.17 GB,20.5 MB/s,2022-02-15 오전 9:49:19,2022-02-15 오전 9:57:53,0:08:34,jh,add,add,-,1644886159
1644885553,Suspended,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_3,19626,14.41 GB,29.71 GB,4.48 GB,24.71 MB/s,2022-02-15 오전 9:39:13,2022-02-15 오전 9:49:12,0:09:59,jh,ddd,ddd,-,1644885553
1644884947,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_2,6903,9.41 GB,24.04 GB,28.37 GB,55.68 MB/s,2022-02-15 오전 9:29:07,2022-02-15 오전 9:32:02,0:02:55,jh,add,add,-,1644884947
1644884341,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_1,30830,30.01 GB,27.82 GB,2.2 GB,135.96 MB/s,2022-02-15 오전 9:19:01,2022-02-15 오전 9:22:49,0:03:48,jh,dsk,dsk,-,1644884341
1644883735,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_4,11102,22.44 GB,27.43 GB,5.4 GB,40.74 MB/s,2022-02-15 오전 9:08:55,2022-02-15 오전 9:18:21,0:09:26,jh,add,add,-,1644883735
1644883129,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_3,15999,31.54 KB,19.9 KB,31.01 KB,1 KB/s,2022-02-15 오전 8:58:49,2022-02-15 오전 9:06:51,0:08:02,jh,ddd,ddd,-,1644883129
1644882523,Completed,-,Informix Onbar Backup,Full Backup,jh,BNMBV,testsc_2,17858,7 MB,31.01 MB,16.78 MB,12.65 KB/s,2022-02-15 오전 8:48:43,2022-02-15 오전 8:58:12,0:09:29,jh,add,add,-,1644882523
1644881917,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_1,26566,23.7 MB,29.81 MB,19.32 MB,152.66 KB/s,2022-02-15 오전 8:38:37,2022-02-15 오전 8:41:18,0:02:41,jh,dsk,dsk,-,1644881917
1644881311,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_4,2790,14.17 GB,6.54 GB,6.26 GB,26.33 MB/s,2022-02-15 오전 8:28:31,2022-02-15 오전 8:37:44,0:09:13,jh,add,add,-,1644881311
1644880705,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_3,686,28.79 GB,4.95 GB,20.21 GB,75.22 MB/s,2022-02-15 오전 8:18:25,2022-02-15 오전 8:24:59,0:06:34,jh,ddd,ddd,-,1644880705
1644880099,Completed,-,Mysql Backup,Incremental Backup,jh,CVNVX,testsc_2,6581,30.37 GB,10.4 GB,7.67 GB,69.26 MB/s,2022-02-15 오전 8:08:19,2022-02-15 오전 8:15:50,0:07:31,jh,add,add,-,1644880099
1644879493,Completed,-,Mysql Backup,Enterprise Full Backup,jh,CVNVX,testsc_1,13724,7.43 GB,3.08 GB,27.44 GB,80.97 MB/s,2022-02-15 오전 7:58:13,2022-02-15 오전 7:59:49,0:01:36,jh,dsk,dsk,-,1644879493
1644878887,Completed,-,Mysql Backup,Differential Backup,jh,CVNVX,testsc_4,5186,6.95 GB,19.57 GB,31.06 GB,50.11 MB/s,2022-02-15 오전 7:48:07,2022-02-15 오전 7:50:31,0:02:24,jh,add,add,-,1644878887
1644878281,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,CVNVX,testsc_3,31561,27.63 GB,19.34 GB,4.15 GB,102.87 MB/s,2022-02-15 오전 7:38:01,2022-02-15 오전 7:42:38,0:04:37,jh,ddd,ddd,-,1644878281
1644877675,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_2,14075,28.55 GB,20.11 GB,392 MB,50.58 MB/s,2022-02-15 오전 7:27:55,2022-02-15 오전 7:37:35,0:09:40,jh,add,add,-,1644877675
1644877069,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_1,7435,23.2 GB,30.08 GB,1.89 GB,42.26 MB/s,2022-02-15 오전 7:17:49,2022-02-15 오전 7:27:13,0:09:24,jh,dsk,dsk,-,1644877069
1644876463,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_4,11479,28.83 GB,18.55 GB,3.34 GB,58.8 MB/s,2022-02-15 오전 7:07:43,2022-02-15 오전 7:16:07,0:08:24,jh,add,add,-,1644876463
1644875857,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_3,5470,20.68 KB,24.23 KB,10.18 KB,1 KB/s,2022-02-15 오전 6:57:37,2022-02-15 오전 7:06:55,0:09:18,jh,ddd,ddd,-,1644875857
1644875251,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_2,16587,5.93 GB,7.24 GB,769 MB,10.75 MB/s,2022-02-15 오전 6:47:31,2022-02-15 오전 6:56:58,0:09:27,jh,add,add,-,1644875251
1644874645,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_1,15656,16.47 GB,21.09 GB,27.73 GB,52.53 MB/s,2022-02-15 오전 6:37:25,2022-02-15 오전 6:42:48,0:05:23,jh,dsk,dsk,-,1644874645
1644874039,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,SGFDG,testsc_4,7117,28.31 GB,3.34 GB,19.32 GB,54.29 MB/s,2022-02-15 오전 6:27:19,2022-02-15 오전 6:36:15,0:08:56,jh,add,add,-,1644874039
1644873433,Completed,-,Mysql Backup,Enterprise Differential Backup,jh,SGFDG,testsc_3,20617,28.85 MB,12.24 MB,6.41 MB,100.49 KB/s,2022-02-15 오전 6:17:13,2022-02-15 오전 6:22:09,0:04:56,jh,ddd,ddd,-,1644873433
1644872827,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_2,14376,10.44 GB,7.51 GB,19.08 GB,69.42 MB/s,2022-02-15 오전 6:07:07,2022-02-15 오전 6:09:43,0:02:36,jh,add,add,-,1644872827
1644872221,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_1,1081,21.39 GB,10.62 GB,22.55 GB,54.9 MB/s,2022-02-15 오전 5:57:01,2022-02-15 오전 6:03:42,0:06:41,jh,dsk,dsk,-,1644872221
1644871615,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_4,26099,25.13 KB,21.4 KB,16.71 KB,1 KB/s,2022-02-15 오전 5:46:55,2022-02-15 오전 5:55:53,0:08:58,jh,add,add,-,1644871615
1644871009,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_3,8902,13.9 MB,1.66 MB,19.22 MB,49.77 KB/s,2022-02-15 오전 5:36:49,2022-02-15 오전 5:41:37,0:04:48,jh,ddd,ddd,-,1644871009
1644870403,Completed,-,File Backup,Archive Backup,jh,TGHCV,testsc_2,31206,9.1 GB,10.62 GB,13.99 GB,17.79 MB/s,2022-02-15 오전 5:26:43,2022-02-15 오전 5:35:29,0:08:46,jh,add,add,-,1644870403
1644869797,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_1,2344,18.06 GB,29.59 GB,27.95 GB,31.89 MB/s,2022-02-15 오전 5:16:37,2022-02-15 오전 5:26:19,0:09:42,jh,dsk,dsk,-,1644869797
1644869191,Partially Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_4,22244,10.79 GB,22.07 GB,7.8 GB,60.68 MB/s,2022-02-15 오전 5:06:31,2022-02-15 오전 5:09:35,0:03:04,jh,add,add,-,1644869191
1644868585,Completed,-,File Backup,Full Backup,jh,TGHCV,testsc_3,27786,19.63 KB,16.93 KB,3.85 KB,1 KB/s,2022-02-15 오전 4:56:25,2022-02-15 오전 4:58:50,0:02:25,jh,ddd,ddd,-,1644868585
1644867979,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_2,17392,3.88 GB,725 MB,15.02 GB,20.29 MB/s,2022-02-15 오전 4:46:19,2022-02-15 오전 4:49:37,0:03:18,jh,add,add,-,1644867979
1644867373,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_1,10041,2.85 GB,10.38 GB,18.51 GB,29.14 MB/s,2022-02-15 오전 4:36:13,2022-02-15 오전 4:37:55,0:01:42,jh,dsk,dsk,-,1644867373
1644866767,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_4,15210,23.97 KB,18.46 KB,29.85 KB,1 KB/s,2022-02-15 오전 4:26:07,2022-02-15 오전 4:31:40,0:05:33,jh,add,add,-,1644866767
1644866161,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_3,28948,2.62 GB,8.38 GB,25.04 GB,17.43 MB/s,2022-02-15 오전 4:16:01,2022-02-15 오전 4:18:37,0:02:36,jh,ddd,ddd,-,1644866161
1644865555,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_2,26055,20.83 GB,24.87 GB,1.08 GB,170.65 MB/s,2022-02-15 오전 4:05:55,2022-02-15 오전 4:08:02,0:02:07,jh,add,add,-,1644865555
1644864949,Completed,-,Oracle RMAN Backup,Cumulative Backup,jh,GHJDD,testsc_1,28665,28.78 GB,5.56 GB,17.34 GB,86.17 MB/s,2022-02-15 오전 3:55:49,2022-02-15 오전 4:01:33,0:05:44,jh,dsk,dsk,-,1644864949
1644864343,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_4,4384,9.72 GB,1.85 GB,5.86 GB,111.83 MB/s,2022-02-15 오전 3:45:43,2022-02-15 오전 3:47:14,0:01:31,jh,add,add,-,1644864343
1644863737,Completed,-,Oracle RMAN Backup,Incremental Backup,jh,GHJDD,testsc_3,1791,13.52 GB,393 MB,8.71 GB,62.67 MB/s,2022-02-15 오전 3:35:37,2022-02-15 오전 3:39:20,0:03:43,jh,ddd,ddd,-,1644863737
1644863131,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_2,76,5.58 GB,30.74 GB,23.73 GB,12.52 MB/s,2022-02-15 오전 3:25:31,2022-02-15 오전 3:33:09,0:07:38,jh,add,add,-,1644863131
1644862525,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_1,18296,21.02 GB,25.6 GB,11.2 GB,53.55 MB/s,2022-02-15 오전 3:15:25,2022-02-15 오전 3:22:09,0:06:44,jh,dsk,dsk,-,1644862525
1644861919,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_4,12125,15.43 GB,29.68 GB,12.54 GB,225.69 MB/s,2022-02-15 오전 3:05:19,2022-02-15 오전 3:06:31,0:01:12,jh,add,add,-,1644861919
1644861313,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_3,29978,29.94 GB,4.72 GB,5.78 GB,519.63 MB/s,2022-02-15 오전 2:55:13,2022-02-15 오전 2:56:14,0:01:01,jh,ddd,ddd,-,1644861313
1644860707,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_2,30912,26.1 MB,30.14 MB,24.18 MB,460.81 KB/s,2022-02-15 오전 2:45:07,2022-02-15 오전 2:46:07,0:01:00,jh,add,add,-,1644860707
1644860101,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_1,16057,20.39 GB,279 MB,6.16 GB,58.99 MB/s,2022-02-15 오전 2:35:01,2022-02-15 오전 2:40:57,0:05:56,jh,dsk,dsk,-,1644860101
1644859495,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_4,11599,12.67 GB,28.14 GB,28.73 GB,44.89 MB/s,2022-02-15 오전 2:24:55,2022-02-15 오전 2:29:46,0:04:51,jh,add,add,-,1644859495
1644858889,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_3,12154,5.83 GB,20.31 GB,4.97 GB,9.94 MB/s,2022-02-15 오전 2:14:49,2022-02-15 오전 2:24:52,0:10:03,jh,ddd,ddd,-,1644858889
1644858283,Completed,-,Informix Onbar Backup,Full Backup,jh,BNMBV,testsc_2,779,15.83 KB,9.78 KB,25.26 KB,1 KB/s,2022-02-15 오전 2:04:43,2022-02-15 오전 2:08:44,0:04:01,jh,add,add,-,1644858283
1644857677,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_1,105,19.92 GB,935 MB,4.85 GB,38.42 MB/s,2022-02-15 오전 1:54:37,2022-02-15 오전 2:03:30,0:08:53,jh,dsk,dsk,-,1644857677
1644857071,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_4,2405,25.82 GB,18.21 GB,12.99 GB,78.22 MB/s,2022-02-15 오전 1:44:31,2022-02-15 오전 1:50:11,0:05:40,jh,add,add,-,1644857071
1644856465,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_3,26831,14.52 GB,8.29 GB,11.7 GB,25.08 MB/s,2022-02-15 오전 1:34:25,2022-02-15 오전 1:44:20,0:09:55,jh,ddd,ddd,-,1644856465
1644855859,Completed,-,Mysql Backup,Incremental Backup,jh,CVNVX,testsc_2,26427,2.08 GB,18.05 GB,19.03 GB,4.07 MB/s,2022-02-15 오전 1:24:19,2022-02-15 오전 1:33:03,0:08:44,jh,add,add,-,1644855859
1644855253,Completed,-,Mysql Backup,Enterprise Full Backup,jh,CVNVX,testsc_1,25549,15.53 KB,12.49 KB,22.28 KB,1 KB/s,2022-02-15 오전 1:14:13,2022-02-15 오전 1:20:06,0:05:53,jh,dsk,dsk,-,1644855253
1644854647,Completed,-,Mysql Backup,Differential Backup,jh,CVNVX,testsc_4,22001,16.51 GB,18.41 GB,23.63 GB,38.08 MB/s,2022-02-15 오전 1:04:07,2022-02-15 오전 1:11:33,0:07:26,jh,add,add,-,1644854647
1644854041,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,CVNVX,testsc_3,11254,26.24 GB,3.29 GB,6.06 GB,54.95 MB/s,2022-02-15 오전 12:54:01,2022-02-15 오전 1:02:12,0:08:11,jh,ddd,ddd,-,1644854041
1644853435,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_2,26191,20.71 GB,8.82 GB,7.32 GB,54.64 MB/s,2022-02-15 오전 12:43:55,2022-02-15 오전 12:50:25,0:06:30,jh,add,add,-,1644853435
1644852829,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_1,31232,11.7 MB,477 KB,17.16 MB,41.32 KB/s,2022-02-15 오전 12:33:49,2022-02-15 오전 12:38:41,0:04:52,jh,dsk,dsk,-,1644852829
1644852223,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_4,28428,12.87 GB,12.99 GB,13.95 GB,25.25 MB/s,2022-02-15 오전 12:23:43,2022-02-15 오전 12:32:27,0:08:44,jh,add,add,-,1644852223
1644851617,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_3,29134,29.23 GB,26.15 GB,16.8 GB,78.57 MB/s,2022-02-15 오전 12:13:37,2022-02-15 오전 12:20:00,0:06:23,jh,ddd,ddd,-,1644851617
1644851011,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_2,25139,22.22 MB,31.35 MB,28.06 MB,37.68 KB/s,2022-02-15 오전 12:03:31,2022-02-15 오전 12:13:37,0:10:06,jh,add,add,-,1644851011
1644850405,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_1,10588,27.28 GB,9.53 GB,15.85 GB,153.51 MB/s,2022-02-14 오후 11:53:25,2022-02-14 오후 11:56:29,0:03:04,jh,dsk,dsk,-,1644850405
1644849799,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,SGFDG,testsc_4,32188,28.6 GB,6.76 GB,7.87 GB,93.86 MB/s,2022-02-14 오후 11:43:19,2022-02-14 오후 11:48:33,0:05:14,jh,add,add,-,1644849799
1644849193,Completed,-,Mysql Backup,Enterprise Differential Backup,jh,SGFDG,testsc_3,26446,3.44 GB,22.86 GB,20.43 GB,10.22 MB/s,2022-02-14 오후 11:33:13,2022-02-14 오후 11:39:00,0:05:47,jh,ddd,ddd,-,1644849193
1644848587,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_2,11533,26.1 MB,27.24 MB,16.37 MB,139.21 KB/s,2022-02-14 오후 11:23:07,2022-02-14 오후 11:26:21,0:03:14,jh,add,add,-,1644848587
1644847981,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_1,11063,2.3 GB,15.05 GB,17.85 GB,4.82 MB/s,2022-02-14 오후 11:13:01,2022-02-14 오후 11:21:12,0:08:11,jh,dsk,dsk,-,1644847981
1644847375,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_4,19538,4.83 GB,11.43 GB,860 MB,14.76 MB/s,2022-02-14 오후 11:02:55,2022-02-14 오후 11:08:32,0:05:37,jh,add,add,-,1644847375
1644846769,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_3,22486,7.75 MB,6.89 MB,30.39 MB,14.71 KB/s,2022-02-14 오후 10:52:49,2022-02-14 오후 11:01:50,0:09:01,jh,ddd,ddd,-,1644846769
1644846163,Completed,-,File Backup,Archive Backup,jh,TGHCV,testsc_2,9145,28.44 MB,15.46 MB,5.55 MB,75.83 KB/s,2022-02-14 오후 10:42:43,2022-02-14 오후 10:49:09,0:06:26,jh,add,add,-,1644846163
1644845557,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_1,32722,2.86 GB,445 MB,23.86 GB,5.41 MB/s,2022-02-14 오후 10:32:37,2022-02-14 오후 10:41:40,0:09:03,jh,dsk,dsk,-,1644845557
1644844951,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_4,12312,23.84 GB,16.55 GB,3.03 GB,63.09 MB/s,2022-02-14 오후 10:22:31,2022-02-14 오후 10:29:00,0:06:29,jh,add,add,-,1644844951
1644844345,Completed,-,File Backup,Full Backup,jh,TGHCV,testsc_3,28612,17.75 MB,21.71 MB,21.2 MB,58.83 KB/s,2022-02-14 오후 10:12:25,2022-02-14 오후 10:17:36,0:05:11,jh,ddd,ddd,-,1644844345
1644843739,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_2,30609,15.93 GB,22.45 GB,4.78 GB,29.23 MB/s,2022-02-14 오후 10:02:19,2022-02-14 오후 10:11:39,0:09:20,jh,add,add,-,1644843739
1644843133,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_1,11405,17.08 GB,13.23 GB,31.38 GB,37.62 MB/s,2022-02-14 오후 9:52:13,2022-02-14 오후 10:00:00,0:07:47,jh,dsk,dsk,-,1644843133
1644842527,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_4,3114,3.57 GB,13.99 GB,17.91 GB,25.94 MB/s,2022-02-14 오후 9:42:07,2022-02-14 오후 9:44:30,0:02:23,jh,add,add,-,1644842527
1644841921,Partially Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_3,19273,31.17 GB,4.78 GB,20.78 GB,65.95 MB/s,2022-02-14 오후 9:32:01,2022-02-14 오후 9:40:07,0:08:06,jh,ddd,ddd,-,1644841921
1644841315,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_2,19313,7.16 MB,26.21 MB,26.74 MB,81.43 KB/s,2022-02-14 오후 9:21:55,2022-02-14 오후 9:23:27,0:01:32,jh,add,add,-,1644841315
1644840709,Completed,-,Oracle RMAN Backup,Cumulative Backup,jh,GHJDD,testsc_1,22622,27.17 GB,1.08 GB,18.85 GB,81.1 MB/s,2022-02-14 오후 9:11:49,2022-02-14 오후 9:17:34,0:05:45,jh,dsk,dsk,-,1644840709
1644840103,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_4,12707,17.89 GB,1 GB,21.04 GB,48.84 MB/s,2022-02-14 오후 9:01:43,2022-02-14 오후 9:08:00,0:06:17,jh,add,add,-,1644840103
1644839497,Completed,-,Oracle RMAN Backup,Incremental Backup,jh,GHJDD,testsc_3,1403,13.74 GB,1.74 GB,15.75 GB,61.45 MB/s,2022-02-14 오후 8:51:37,2022-02-14 오후 8:55:28,0:03:51,jh,ddd,ddd,-,1644839497
1644838891,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_2,2041,26.19 GB,7.55 GB,17.93 GB,103.97 MB/s,2022-02-14 오후 8:41:31,2022-02-14 오후 8:45:51,0:04:20,jh,add,add,-,1644838891
1644838285,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_1,6786,2.43 MB,12.46 MB,19.48 MB,10.2 KB/s,2022-02-14 오후 8:31:25,2022-02-14 오후 8:35:31,0:04:06,jh,dsk,dsk,-,1644838285
1644837679,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_4,8443,3.76 GB,30.83 GB,20.3 GB,7.34 MB/s,2022-02-14 오후 8:21:19,2022-02-14 오후 8:30:06,0:08:47,jh,add,add,-,1644837679
1644837073,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_3,15277,10.7 GB,11.91 GB,2.86 GB,27.26 MB/s,2022-02-14 오후 8:11:13,2022-02-14 오후 8:17:57,0:06:44,jh,ddd,ddd,-,1644837073
1644836467,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_2,2834,25.5 GB,25.35 GB,4.93 GB,48.09 MB/s,2022-02-14 오후 8:01:07,2022-02-14 오후 8:10:12,0:09:05,jh,add,add,-,1644836467
1644835861,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_1,3956,18.48 KB,19.28 KB,17.46 KB,1 KB/s,2022-02-14 오후 7:51:01,2022-02-14 오후 7:55:48,0:04:47,jh,dsk,dsk,-,1644835861
1644835255,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_4,28846,191 MB,11.87 GB,6.31 GB,473.57 KB/s,2022-02-14 오후 7:40:55,2022-02-14 오후 7:47:50,0:06:55,jh,add,add,-,1644835255
1644834649,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_3,14589,28.86 GB,10.22 GB,23.4 GB,347.72 MB/s,2022-02-14 오후 7:30:49,2022-02-14 오후 7:32:16,0:01:27,jh,ddd,ddd,-,1644834649
1644834043,Completed,-,Informix Onbar Backup,Full Backup,jh,BNMBV,testsc_2,5813,15.16 GB,24.89 GB,17.35 GB,27.37 MB/s,2022-02-14 오후 7:20:43,2022-02-14 오후 7:30:12,0:09:29,jh,add,add,-,1644834043
1644833437,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_1,2077,19.4 GB,10.22 GB,23.86 GB,54.57 MB/s,2022-02-14 오후 7:10:37,2022-02-14 오후 7:16:43,0:06:06,jh,dsk,dsk,-,1644833437
